# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Mar 28 01:02:29 2022
#
# User preference: *
#
# CONSTRAINT:  order by sy_dist asc
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_masse:       Planet Mass [Earth Mass]
# COLUMN pl_massj:       Planet Mass [Jupiter Mass]
# COLUMN ra:             RA [deg]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_gaiamag:     Gaia Magnitude
#
pl_name,hostname,pl_rade,pl_radj,pl_masse,pl_massj,ra,dec,sy_dist,sy_gaiamag
Kepler-230 b,Kepler-230,4.200,,,,285.7185682,48.5058038,740.7540000,15.0730000
Kepler-230 b,Kepler-230,,,,,285.7185682,48.5058038,740.7540000,15.0730000
Kepler-230 b,Kepler-230,3791.050,,,,285.7185682,48.5058038,740.7540000,15.0730000
Kepler-230 b,Kepler-230,,,,,285.7185682,48.5058038,740.7540000,15.0730000
Kepler-230 c,Kepler-230,,,,,285.7185682,48.5058038,740.7540000,15.0730000
Kepler-230 c,Kepler-230,2.130,,,,285.7185682,48.5058038,740.7540000,15.0730000
Kepler-230 c,Kepler-230,2.040,0.182,,,285.7185682,48.5058038,740.7540000,15.0730000
Kepler-230 c,Kepler-230,,,,,285.7185682,48.5058038,740.7540000,15.0730000
Kepler-230 c,Kepler-230,,,,,285.7185682,48.5058038,740.7540000,15.0730000
Kepler-230 c,Kepler-230,2.085,0.186,,,285.7185682,48.5058038,740.7540000,15.0730000
Kepler-230 c,Kepler-230,2.120,,,,285.7185682,48.5058038,740.7540000,15.0730000
Kepler-230 c,Kepler-230,2.130,,,,285.7185682,48.5058038,740.7540000,15.0730000
Kepler-230 c,Kepler-230,2.190,0.195,,,285.7185682,48.5058038,740.7540000,15.0730000
Kepler-230 c,Kepler-230,2.600,,,,285.7185682,48.5058038,740.7540000,15.0730000
Kepler-230 c,Kepler-230,2.130,,,,285.7185682,48.5058038,740.7540000,15.0730000
KMT-2018-BLG-1990L b,KMT-2018-BLG-1990L,,,106.00000,0.33300,268.4353750,-22.1525389,742.0000000,
Kepler-1101 b,Kepler-1101,2.220,,,,294.5693544,45.6711623,742.4730000,15.0958000
Kepler-1101 b,Kepler-1101,2.470,0.220,,,294.5693544,45.6711623,742.4730000,15.0958000
Kepler-1101 b,Kepler-1101,2.220,,,,294.5693544,45.6711623,742.4730000,15.0958000
Kepler-1101 b,Kepler-1101,,,,,294.5693544,45.6711623,742.4730000,15.0958000
Kepler-1101 b,Kepler-1101,,,,,294.5693544,45.6711623,742.4730000,15.0958000
Kepler-1101 b,Kepler-1101,2.035,0.182,,,294.5693544,45.6711623,742.4730000,15.0958000
Kepler-1101 b,Kepler-1101,,,,,294.5693544,45.6711623,742.4730000,15.0958000
Kepler-1101 b,Kepler-1101,2.220,,,,294.5693544,45.6711623,742.4730000,15.0958000
Kepler-1101 b,Kepler-1101,2.550,,,,294.5693544,45.6711623,742.4730000,15.0958000
Kepler-1101 b,Kepler-1101,2.200,,,,294.5693544,45.6711623,742.4730000,15.0958000
KIC 5951458 b,KIC 5951458,6.600,0.589,,,288.9916218,41.2230683,742.6880000,12.6884000
Kepler-1198 b,Kepler-1198,1.790,,,,288.8339659,44.8381980,743.0300000,14.7693000
Kepler-1198 b,Kepler-1198,,,,,288.8339659,44.8381980,743.0300000,14.7693000
Kepler-1198 b,Kepler-1198,1.800,,,,288.8339659,44.8381980,743.0300000,14.7693000
Kepler-1198 b,Kepler-1198,1.439,0.128,,,288.8339659,44.8381980,743.0300000,14.7693000
Kepler-1198 b,Kepler-1198,1.470,,,,288.8339659,44.8381980,743.0300000,14.7693000
Kepler-1198 b,Kepler-1198,1.790,,,,288.8339659,44.8381980,743.0300000,14.7693000
Kepler-1198 b,Kepler-1198,1.790,,,,288.8339659,44.8381980,743.0300000,14.7693000
Kepler-1198 b,Kepler-1198,,,,,288.8339659,44.8381980,743.0300000,14.7693000
Kepler-1198 b,Kepler-1198,1.470,0.131,,,288.8339659,44.8381980,743.0300000,14.7693000
NGTS-3 A b,NGTS-3 A,16.589,1.480,756.43540,2.38000,94.4447595,-35.7063640,743.9720000,14.4878000
Kepler-1261 b,Kepler-1261,2.410,,,,285.2324786,48.8066963,744.2940000,15.5817000
Kepler-1261 b,Kepler-1261,2.780,,,,285.2324786,48.8066963,744.2940000,15.5817000
Kepler-1261 b,Kepler-1261,2.410,,,,285.2324786,48.8066963,744.2940000,15.5817000
Kepler-1261 b,Kepler-1261,2.519,0.225,,,285.2324786,48.8066963,744.2940000,15.5817000
Kepler-1261 b,Kepler-1261,2.300,,,,285.2324786,48.8066963,744.2940000,15.5817000
Kepler-1261 b,Kepler-1261,,,,,285.2324786,48.8066963,744.2940000,15.5817000
Kepler-1261 b,Kepler-1261,2.260,0.202,,,285.2324786,48.8066963,744.2940000,15.5817000
Kepler-1261 b,Kepler-1261,,,,,285.2324786,48.8066963,744.2940000,15.5817000
Kepler-1261 b,Kepler-1261,,,,,285.2324786,48.8066963,744.2940000,15.5817000
Kepler-1261 b,Kepler-1261,2.410,,,,285.2324786,48.8066963,744.2940000,15.5817000
HATS-32 b,HATS-32,14.000,1.249,292.40360,0.92000,346.0750861,-21.2720168,745.1160000,14.2166000
Kepler-1785 b,Kepler-1785,2.200,,,,295.7921797,47.6000699,745.7400000,14.1632000
Kepler-1785 b,Kepler-1785,2.704,0.241,,,295.7921797,47.6000699,745.7400000,14.1632000
Kepler-1785 b,Kepler-1785,3.720,,,,295.7921797,47.6000699,745.7400000,14.1632000
Kepler-1785 b,Kepler-1785,3.720,,,,295.7921797,47.6000699,745.7400000,14.1632000
Kepler-1785 b,Kepler-1785,3.090,,,,295.7921797,47.6000699,745.7400000,14.1632000
Kepler-1785 b,Kepler-1785,,,,,295.7921797,47.6000699,745.7400000,14.1632000
Kepler-1785 b,Kepler-1785,,,,,295.7921797,47.6000699,745.7400000,14.1632000
Kepler-1785 b,Kepler-1785,3.720,,,,295.7921797,47.6000699,745.7400000,14.1632000
HATS-12 b,HATS-12,8.845,0.789,,,289.2024020,-19.3559227,746.1380000,12.6766000
HATS-12 b,HATS-12,7.760,0.692,,,289.2024020,-19.3559227,746.1380000,12.6766000
HATS-12 b,HATS-12,5.690,0.508,,,289.2024020,-19.3559227,746.1380000,12.6766000
HATS-12 b,HATS-12,15.132,1.350,756.43540,2.38000,289.2024020,-19.3559227,746.1380000,12.6766000
HATS-12 b,HATS-12,7.800,0.700,,,289.2024020,-19.3559227,746.1380000,12.6766000
HATS-12 b,HATS-12,15.513,1.384,759.61370,2.39000,289.2024020,-19.3559227,746.1380000,12.6766000
Kepler-240 b,Kepler-240,1.280,,,,291.1587635,40.7502108,746.9270000,15.6622000
Kepler-240 b,Kepler-240,,,,,291.1587635,40.7502108,746.9270000,15.6622000
Kepler-240 b,Kepler-240,1.447,0.129,,,291.1587635,40.7502108,746.9270000,15.6622000
Kepler-240 b,Kepler-240,,,,,291.1587635,40.7502108,746.9270000,15.6622000
Kepler-240 b,Kepler-240,1.540,,,,291.1587635,40.7502108,746.9270000,15.6622000
Kepler-240 b,Kepler-240,1.460,0.130,,,291.1587635,40.7502108,746.9270000,15.6622000
Kepler-240 b,Kepler-240,1.540,,,,291.1587635,40.7502108,746.9270000,15.6622000
Kepler-240 b,Kepler-240,1.480,,,,291.1587635,40.7502108,746.9270000,15.6622000
Kepler-240 b,Kepler-240,1.370,0.122,,,291.1587635,40.7502108,746.9270000,15.6622000
Kepler-240 b,Kepler-240,,,,,291.1587635,40.7502108,746.9270000,15.6622000
Kepler-240 b,Kepler-240,1.540,,,,291.1587635,40.7502108,746.9270000,15.6622000
Kepler-240 c,Kepler-240,,,,,291.1587635,40.7502108,746.9270000,15.6622000
Kepler-240 c,Kepler-240,2.300,,,,291.1587635,40.7502108,746.9270000,15.6622000
Kepler-240 c,Kepler-240,2.200,0.196,,,291.1587635,40.7502108,746.9270000,15.6622000
Kepler-240 c,Kepler-240,2.195,0.196,,,291.1587635,40.7502108,746.9270000,15.6622000
Kepler-240 c,Kepler-240,2.280,0.203,102.30000,0.32200,291.1587635,40.7502108,746.9270000,15.6622000
Kepler-240 c,Kepler-240,2.250,,,,291.1587635,40.7502108,746.9270000,15.6622000
Kepler-240 c,Kepler-240,2.190,0.195,,,291.1587635,40.7502108,746.9270000,15.6622000
Kepler-240 c,Kepler-240,,,,,291.1587635,40.7502108,746.9270000,15.6622000
Kepler-240 c,Kepler-240,1.990,,,,291.1587635,40.7502108,746.9270000,15.6622000
Kepler-240 c,Kepler-240,,,,,291.1587635,40.7502108,746.9270000,15.6622000
Kepler-240 c,Kepler-240,2.300,,,,291.1587635,40.7502108,746.9270000,15.6622000
Kepler-240 c,Kepler-240,2.300,,,,291.1587635,40.7502108,746.9270000,15.6622000
POTS-1 b,POTS-1,10.548,0.941,734.16000,2.31000,203.6087259,-66.5811639,747.9590000,17.2604000
Kepler-624 b,Kepler-624,2.450,,,,295.1933631,39.5396946,748.1880000,13.4569000
Kepler-624 b,Kepler-624,2.050,,,,295.1933631,39.5396946,748.1880000,13.4569000
Kepler-624 b,Kepler-624,,,,,295.1933631,39.5396946,748.1880000,13.4569000
Kepler-624 b,Kepler-624,2.310,0.206,,,295.1933631,39.5396946,748.1880000,13.4569000
Kepler-624 b,Kepler-624,2.050,,,,295.1933631,39.5396946,748.1880000,13.4569000
Kepler-624 b,Kepler-624,2.497,0.223,,,295.1933631,39.5396946,748.1880000,13.4569000
Kepler-624 b,Kepler-624,2.050,,,,295.1933631,39.5396946,748.1880000,13.4569000
Kepler-624 b,Kepler-624,,,,,295.1933631,39.5396946,748.1880000,13.4569000
Kepler-624 b,Kepler-624,2.110,,,,295.1933631,39.5396946,748.1880000,13.4569000
Kepler-624 b,Kepler-624,,,,,295.1933631,39.5396946,748.1880000,13.4569000
Kepler-1539 b,Kepler-1539,2.710,,,,284.2194566,44.2685146,748.3260000,15.3085000
Kepler-1539 b,Kepler-1539,2.670,,,,284.2194566,44.2685146,748.3260000,15.3085000
Kepler-1539 b,Kepler-1539,,,,,284.2194566,44.2685146,748.3260000,15.3085000
Kepler-1539 b,Kepler-1539,,,,,284.2194566,44.2685146,748.3260000,15.3085000
Kepler-1539 b,Kepler-1539,2.700,0.241,,,284.2194566,44.2685146,748.3260000,15.3085000
Kepler-1539 b,Kepler-1539,2.412,0.215,,,284.2194566,44.2685146,748.3260000,15.3085000
Kepler-1539 b,Kepler-1539,2.710,,,,284.2194566,44.2685146,748.3260000,15.3085000
Kepler-1539 b,Kepler-1539,2.710,,,,284.2194566,44.2685146,748.3260000,15.3085000
Kepler-1539 b,Kepler-1539,,,,,284.2194566,44.2685146,748.3260000,15.3085000
Kepler-1817 b,Kepler-1817,2.680,,,,282.0333419,44.4779955,748.5690000,15.1345000
Kepler-1817 b,Kepler-1817,2.280,,,,282.0333419,44.4779955,748.5690000,15.1345000
Kepler-1817 b,Kepler-1817,2.280,,,,282.0333419,44.4779955,748.5690000,15.1345000
Kepler-1817 b,Kepler-1817,2.280,,,,282.0333419,44.4779955,748.5690000,15.1345000
Kepler-1817 b,Kepler-1817,,,,,282.0333419,44.4779955,748.5690000,15.1345000
Kepler-1817 b,Kepler-1817,2.300,,,,282.0333419,44.4779955,748.5690000,15.1345000
Kepler-1817 b,Kepler-1817,2.273,0.203,,,282.0333419,44.4779955,748.5690000,15.1345000
Kepler-1817 b,Kepler-1817,,,,,282.0333419,44.4779955,748.5690000,15.1345000
HATS-54 b,HATS-54,11.960,1.067,241.55080,0.76000,200.6348641,-44.6888393,748.5850000,13.7762000
Kepler-1501 b,Kepler-1501,,,,,289.9185890,42.0014280,749.0600000,13.6458000
Kepler-1501 b,Kepler-1501,1.080,,,,289.9185890,42.0014280,749.0600000,13.6458000
Kepler-1501 b,Kepler-1501,,,,,289.9185890,42.0014280,749.0600000,13.6458000
Kepler-1501 b,Kepler-1501,1.380,,,,289.9185890,42.0014280,749.0600000,13.6458000
Kepler-1501 b,Kepler-1501,1.380,,,,289.9185890,42.0014280,749.0600000,13.6458000
Kepler-1501 b,Kepler-1501,1.560,0.139,,,289.9185890,42.0014280,749.0600000,13.6458000
Kepler-1501 b,Kepler-1501,1.148,0.102,,,289.9185890,42.0014280,749.0600000,13.6458000
Kepler-1501 b,Kepler-1501,1.380,,,,289.9185890,42.0014280,749.0600000,13.6458000
Kepler-527 b,Kepler-527,,,,,290.9579130,47.4062673,750.0400000,13.3340000
Kepler-527 b,Kepler-527,2.840,0.253,,,290.9579130,47.4062673,750.0400000,13.3340000
Kepler-527 b,Kepler-527,,,,,290.9579130,47.4062673,750.0400000,13.3340000
Kepler-527 b,Kepler-527,2.180,,,,290.9579130,47.4062673,750.0400000,13.3340000
Kepler-527 b,Kepler-527,2.180,,,,290.9579130,47.4062673,750.0400000,13.3340000
Kepler-527 b,Kepler-527,,,,,290.9579130,47.4062673,750.0400000,13.3340000
Kepler-527 b,Kepler-527,2.627,0.234,,,290.9579130,47.4062673,750.0400000,13.3340000
Kepler-527 b,Kepler-527,2.500,,,,290.9579130,47.4062673,750.0400000,13.3340000
Kepler-527 b,Kepler-527,4.030,,,,290.9579130,47.4062673,750.0400000,13.3340000
Kepler-527 b,Kepler-527,2.180,,,,290.9579130,47.4062673,750.0400000,13.3340000
Kepler-494 b,Kepler-494,4.020,,,,297.2140408,41.6640071,750.1770000,14.1219000
Kepler-494 b,Kepler-494,7.140,0.637,,,297.2140408,41.6640071,750.1770000,14.1219000
Kepler-494 b,Kepler-494,7.790,,,,297.2140408,41.6640071,750.1770000,14.1219000
Kepler-494 b,Kepler-494,,,,,297.2140408,41.6640071,750.1770000,14.1219000
Kepler-494 b,Kepler-494,5.000,,,,297.2140408,41.6640071,750.1770000,14.1219000
Kepler-494 b,Kepler-494,,,,,297.2140408,41.6640071,750.1770000,14.1219000
Kepler-494 b,Kepler-494,4.020,,,,297.2140408,41.6640071,750.1770000,14.1219000
Kepler-494 b,Kepler-494,4.020,,,,297.2140408,41.6640071,750.1770000,14.1219000
Kepler-494 b,Kepler-494,,,,,297.2140408,41.6640071,750.1770000,14.1219000
Kepler-1968 b,Kepler-1968,1.420,,,,291.5080318,45.3700933,750.9300000,15.9711000
Kepler-1968 b,Kepler-1968,1.500,0.134,,,291.5080318,45.3700933,750.9300000,15.9711000
Kepler-1968 b,Kepler-1968,1.420,,,,291.5080318,45.3700933,750.9300000,15.9711000
Kepler-1968 b,Kepler-1968,1.400,,,,291.5080318,45.3700933,750.9300000,15.9711000
Kepler-1968 b,Kepler-1968,,,,,291.5080318,45.3700933,750.9300000,15.9711000
Kepler-1968 b,Kepler-1968,1.420,,,,291.5080318,45.3700933,750.9300000,15.9711000
Kepler-548 b,Kepler-548,,,,,299.9059167,45.4396103,751.7760000,14.9844000
Kepler-548 b,Kepler-548,,,,,299.9059167,45.4396103,751.7760000,14.9844000
Kepler-548 b,Kepler-548,11.990,1.070,,,299.9059167,45.4396103,751.7760000,14.9844000
Kepler-548 b,Kepler-548,11.428,1.020,,,299.9059167,45.4396103,751.7760000,14.9844000
Kepler-548 b,Kepler-548,12.210,,,,299.9059167,45.4396103,751.7760000,14.9844000
Kepler-548 b,Kepler-548,11.760,,,,299.9059167,45.4396103,751.7760000,14.9844000
Kepler-548 b,Kepler-548,11.100,,,,299.9059167,45.4396103,751.7760000,14.9844000
Kepler-548 b,Kepler-548,12.210,,,,299.9059167,45.4396103,751.7760000,14.9844000
Kepler-548 b,Kepler-548,12.210,,,,299.9059167,45.4396103,751.7760000,14.9844000
Kepler-1400 b,Kepler-1400,2.300,,,,286.2716827,45.4408055,752.2370000,15.7129000
Kepler-1400 b,Kepler-1400,1.630,,,,286.2716827,45.4408055,752.2370000,15.7129000
Kepler-1400 b,Kepler-1400,1.630,,,,286.2716827,45.4408055,752.2370000,15.7129000
Kepler-1400 b,Kepler-1400,1.620,0.145,,,286.2716827,45.4408055,752.2370000,15.7129000
Kepler-1400 b,Kepler-1400,,,,,286.2716827,45.4408055,752.2370000,15.7129000
Kepler-1400 b,Kepler-1400,,,,,286.2716827,45.4408055,752.2370000,15.7129000
Kepler-1400 b,Kepler-1400,1.630,,,,286.2716827,45.4408055,752.2370000,15.7129000
Kepler-1400 b,Kepler-1400,1.900,,,,286.2716827,45.4408055,752.2370000,15.7129000
Kepler-1400 b,Kepler-1400,1.571,0.140,,,286.2716827,45.4408055,752.2370000,15.7129000
Kepler-655 b,Kepler-655,,,,,297.2590664,46.8431650,752.5620000,13.4641000
Kepler-655 b,Kepler-655,2.480,,,,297.2590664,46.8431650,752.5620000,13.4641000
Kepler-655 b,Kepler-655,2.660,,,,297.2590664,46.8431650,752.5620000,13.4641000
Kepler-655 b,Kepler-655,,,,,297.2590664,46.8431650,752.5620000,13.4641000
Kepler-655 b,Kepler-655,2.626,0.234,,,297.2590664,46.8431650,752.5620000,13.4641000
Kepler-655 b,Kepler-655,2.640,,,,297.2590664,46.8431650,752.5620000,13.4641000
Kepler-655 b,Kepler-655,2.710,0.242,,,297.2590664,46.8431650,752.5620000,13.4641000
Kepler-655 b,Kepler-655,2.480,,,,297.2590664,46.8431650,752.5620000,13.4641000
Kepler-655 b,Kepler-655,2.480,,,,297.2590664,46.8431650,752.5620000,13.4641000
Kepler-655 b,Kepler-655,,,,,297.2590664,46.8431650,752.5620000,13.4641000
HD 1690 b,HD 1690,,,,,5.3055886,-8.2811442,752.6150000,8.7494300
HD 1690 b,HD 1690,,,,,5.3055886,-8.2811442,752.6150000,8.7494300
Kepler-1168 b,Kepler-1168,2.210,,,,287.2977834,47.4554880,752.6660000,15.6088000
Kepler-1168 b,Kepler-1168,1.953,0.174,,,287.2977834,47.4554880,752.6660000,15.6088000
Kepler-1168 b,Kepler-1168,2.210,,,,287.2977834,47.4554880,752.6660000,15.6088000
Kepler-1168 b,Kepler-1168,2.500,0.223,,,287.2977834,47.4554880,752.6660000,15.6088000
Kepler-1168 b,Kepler-1168,,,,,287.2977834,47.4554880,752.6660000,15.6088000
Kepler-1168 b,Kepler-1168,2.200,,,,287.2977834,47.4554880,752.6660000,15.6088000
Kepler-1168 b,Kepler-1168,,,,,287.2977834,47.4554880,752.6660000,15.6088000
Kepler-1168 b,Kepler-1168,2.210,,,,287.2977834,47.4554880,752.6660000,15.6088000
Kepler-1168 b,Kepler-1168,,,,,287.2977834,47.4554880,752.6660000,15.6088000
Kepler-1168 b,Kepler-1168,2.130,,,,287.2977834,47.4554880,752.6660000,15.6088000
Kepler-1133 b,Kepler-1133,2.110,,,,293.3224114,42.8674925,753.1350000,14.8099000
Kepler-1133 b,Kepler-1133,,,,,293.3224114,42.8674925,753.1350000,14.8099000
Kepler-1133 b,Kepler-1133,,,,,293.3224114,42.8674925,753.1350000,14.8099000
Kepler-1133 b,Kepler-1133,,,,,293.3224114,42.8674925,753.1350000,14.8099000
Kepler-1133 b,Kepler-1133,1.970,0.176,,,293.3224114,42.8674925,753.1350000,14.8099000
Kepler-1133 b,Kepler-1133,1.800,,,,293.3224114,42.8674925,753.1350000,14.8099000
Kepler-1133 b,Kepler-1133,2.061,0.184,,,293.3224114,42.8674925,753.1350000,14.8099000
Kepler-1133 b,Kepler-1133,1.720,,,,293.3224114,42.8674925,753.1350000,14.8099000
Kepler-1133 b,Kepler-1133,1.720,,,,293.3224114,42.8674925,753.1350000,14.8099000
Kepler-1133 b,Kepler-1133,1.720,,,,293.3224114,42.8674925,753.1350000,14.8099000
Kepler-1338 b,Kepler-1338,0.920,,,,284.0422701,41.6990348,753.2600000,13.5742000
Kepler-1338 b,Kepler-1338,0.880,,,,284.0422701,41.6990348,753.2600000,13.5742000
Kepler-1338 b,Kepler-1338,1.050,,,,284.0422701,41.6990348,753.2600000,13.5742000
Kepler-1338 b,Kepler-1338,1.047,0.093,,,284.0422701,41.6990348,753.2600000,13.5742000
Kepler-1338 b,Kepler-1338,,,,,284.0422701,41.6990348,753.2600000,13.5742000
Kepler-1338 b,Kepler-1338,0.920,0.082,,,284.0422701,41.6990348,753.2600000,13.5742000
Kepler-1338 b,Kepler-1338,,,,,284.0422701,41.6990348,753.2600000,13.5742000
Kepler-1338 b,Kepler-1338,0.920,,,,284.0422701,41.6990348,753.2600000,13.5742000
Kepler-1338 b,Kepler-1338,0.920,,,,284.0422701,41.6990348,753.2600000,13.5742000
Kepler-914 b,Kepler-914,1.320,,,,290.4120774,44.8993227,753.7230000,13.5481000
Kepler-914 b,Kepler-914,1.510,,,,290.4120774,44.8993227,753.7230000,13.5481000
Kepler-914 b,Kepler-914,1.320,,,,290.4120774,44.8993227,753.7230000,13.5481000
Kepler-914 b,Kepler-914,,,,,290.4120774,44.8993227,753.7230000,13.5481000
Kepler-914 b,Kepler-914,1.659,0.148,,,290.4120774,44.8993227,753.7230000,13.5481000
Kepler-914 b,Kepler-914,1.320,,,,290.4120774,44.8993227,753.7230000,13.5481000
Kepler-914 b,Kepler-914,1.380,0.123,,,290.4120774,44.8993227,753.7230000,13.5481000
Kepler-914 b,Kepler-914,,,,,290.4120774,44.8993227,753.7230000,13.5481000
Kepler-914 b,Kepler-914,1.490,,,,290.4120774,44.8993227,753.7230000,13.5481000
WASP-78 b,WASP-78,23.091,2.060,273.33380,0.86000,63.7562662,-22.1163901,754.2580000,12.1879000
WASP-78 b,WASP-78,,,,,63.7562662,-22.1163901,754.2580000,12.1879000
WASP-78 b,WASP-78,17.822,1.590,259.66711,0.81700,63.7562662,-22.1163901,754.2580000,12.1879000
WASP-78 b,WASP-78,21.633,1.930,352.79130,1.11000,63.7562662,-22.1163901,754.2580000,12.1879000
WASP-78 b,WASP-78,19.055,1.700,282.85700,0.89000,63.7562662,-22.1163901,754.2580000,12.1879000
Kepler-263 b,Kepler-263,2.810,,,,292.4698022,37.5677941,754.7470000,15.4167000
Kepler-263 b,Kepler-263,2.810,,,,292.4698022,37.5677941,754.7470000,15.4167000
Kepler-263 b,Kepler-263,2.810,,,,292.4698022,37.5677941,754.7470000,15.4167000
Kepler-263 b,Kepler-263,,,,,292.4698022,37.5677941,754.7470000,15.4167000
Kepler-263 b,Kepler-263,3.070,0.274,,,292.4698022,37.5677941,754.7470000,15.4167000
Kepler-263 b,Kepler-263,,,,,292.4698022,37.5677941,754.7470000,15.4167000
Kepler-263 b,Kepler-263,2.660,,,,292.4698022,37.5677941,754.7470000,15.4167000
Kepler-263 b,Kepler-263,2.670,0.238,,,292.4698022,37.5677941,754.7470000,15.4167000
Kepler-263 b,Kepler-263,2.540,,,,292.4698022,37.5677941,754.7470000,15.4167000
Kepler-263 b,Kepler-263,2.583,0.230,,,292.4698022,37.5677941,754.7470000,15.4167000
Kepler-263 b,Kepler-263,,,,,292.4698022,37.5677941,754.7470000,15.4167000
Kepler-263 c,Kepler-263,2.180,,,,292.4698022,37.5677941,754.7470000,15.4167000
Kepler-263 c,Kepler-263,2.470,0.220,,,292.4698022,37.5677941,754.7470000,15.4167000
Kepler-263 c,Kepler-263,2.400,,,,292.4698022,37.5677941,754.7470000,15.4167000
Kepler-263 c,Kepler-263,,,,,292.4698022,37.5677941,754.7470000,15.4167000
Kepler-263 c,Kepler-263,,,,,292.4698022,37.5677941,754.7470000,15.4167000
Kepler-263 c,Kepler-263,2.890,,,,292.4698022,37.5677941,754.7470000,15.4167000
Kepler-263 c,Kepler-263,2.400,,,,292.4698022,37.5677941,754.7470000,15.4167000
Kepler-263 c,Kepler-263,,,,,292.4698022,37.5677941,754.7470000,15.4167000
Kepler-263 c,Kepler-263,2.620,0.234,,,292.4698022,37.5677941,754.7470000,15.4167000
Kepler-263 c,Kepler-263,2.400,,,,292.4698022,37.5677941,754.7470000,15.4167000
Kepler-263 c,Kepler-263,2.217,0.198,,,292.4698022,37.5677941,754.7470000,15.4167000
Kepler-1412 b,Kepler-1412,1.005,0.090,,,292.1801539,49.2024810,755.6780000,13.1928000
Kepler-1412 b,Kepler-1412,0.610,,,,292.1801539,49.2024810,755.6780000,13.1928000
Kepler-1412 b,Kepler-1412,0.830,0.074,,,292.1801539,49.2024810,755.6780000,13.1928000
Kepler-1412 b,Kepler-1412,0.610,,,,292.1801539,49.2024810,755.6780000,13.1928000
Kepler-1412 b,Kepler-1412,,,,,292.1801539,49.2024810,755.6780000,13.1928000
Kepler-1412 b,Kepler-1412,0.660,,,,292.1801539,49.2024810,755.6780000,13.1928000
Kepler-1412 b,Kepler-1412,0.900,,,,292.1801539,49.2024810,755.6780000,13.1928000
Kepler-1412 b,Kepler-1412,,,,,292.1801539,49.2024810,755.6780000,13.1928000
Kepler-1412 b,Kepler-1412,0.610,,,,292.1801539,49.2024810,755.6780000,13.1928000
Kepler-1763 b,Kepler-1763,0.980,,,,294.1130368,40.3628861,756.4860000,13.5105000
Kepler-1763 b,Kepler-1763,1.100,,,,294.1130368,40.3628861,756.4860000,13.5105000
Kepler-1763 b,Kepler-1763,,,,,294.1130368,40.3628861,756.4860000,13.5105000
Kepler-1763 b,Kepler-1763,0.980,,,,294.1130368,40.3628861,756.4860000,13.5105000
Kepler-1763 b,Kepler-1763,0.970,,,,294.1130368,40.3628861,756.4860000,13.5105000
Kepler-1763 b,Kepler-1763,0.980,,,,294.1130368,40.3628861,756.4860000,13.5105000
Kepler-1763 b,Kepler-1763,1.147,0.102,,,294.1130368,40.3628861,756.4860000,13.5105000
HATS-50 b,HATS-50,12.666,1.130,123.95370,0.39000,300.4280761,-26.0775640,756.7420000,13.8936000
HATS-16 b,HATS-16,14.572,1.300,1039.30410,3.27000,358.5588439,-30.0130385,757.0440000,13.6864000
Kepler-439 b,Kepler-439,,,,,280.8015188,44.0339733,757.0480000,14.5454000
Kepler-439 b,Kepler-439,2.330,,,,280.8015188,44.0339733,757.0480000,14.5454000
Kepler-439 b,Kepler-439,2.250,,,,280.8015188,44.0339733,757.0480000,14.5454000
Kepler-439 b,Kepler-439,2.369,0.211,,,280.8015188,44.0339733,757.0480000,14.5454000
Kepler-439 b,Kepler-439,2.330,,,,280.8015188,44.0339733,757.0480000,14.5454000
Kepler-439 b,Kepler-439,2.240,0.200,,,280.8015188,44.0339733,757.0480000,14.5454000
Kepler-439 b,Kepler-439,2.330,,,,280.8015188,44.0339733,757.0480000,14.5454000
Kepler-439 b,Kepler-439,,,,,280.8015188,44.0339733,757.0480000,14.5454000
Kepler-439 b,Kepler-439,2.610,0.233,,,280.8015188,44.0339733,757.0480000,14.5454000
Kepler-439 b,Kepler-439,,,,,280.8015188,44.0339733,757.0480000,14.5454000
Kepler-439 b,Kepler-439,,,,,280.8015188,44.0339733,757.0480000,14.5454000
Kepler-1194 b,Kepler-1194,,,,,291.6994841,38.1452065,757.3820000,14.1034000
Kepler-1194 b,Kepler-1194,1.840,,,,291.6994841,38.1452065,757.3820000,14.1034000
Kepler-1194 b,Kepler-1194,1.840,,,,291.6994841,38.1452065,757.3820000,14.1034000
Kepler-1194 b,Kepler-1194,,,,,291.6994841,38.1452065,757.3820000,14.1034000
Kepler-1194 b,Kepler-1194,,,,,291.6994841,38.1452065,757.3820000,14.1034000
Kepler-1194 b,Kepler-1194,1.510,0.135,,,291.6994841,38.1452065,757.3820000,14.1034000
Kepler-1194 b,Kepler-1194,1.510,,,,291.6994841,38.1452065,757.3820000,14.1034000
Kepler-1194 b,Kepler-1194,1.900,,,,291.6994841,38.1452065,757.3820000,14.1034000
